userName,content,score,Clean_content,Review_Length,keywords_found,keyword_count,sentiment_score,Sentiment
User_9761,Super application..... Best service,5,super application..... best service,35,,0,0.8442,Positive
User_8031,Good experience got the cab on time with affordable cost Ã°ÂÂÂ,5,good experience got the cab on time with affordable cost Ã°ÂÂÂ,61,,0,0.4404,Positive
User_5062,Smooth ride.,5,smooth ride.,12,,0,0.0,Neutral
User_1208,"Can improve delete history as well, sometimes it's needed cause we are booking rodes for our unknown persons as well it's stored under history, sometimes it's unwanted. Ã°ÂÂ¤Â·Ã°ÂÂÂ»Ã¢ÂÂÃ¢ÂÂÃ¯Â¸Â",4,"can improve delete history as well, sometimes it's needed cause we are booking rodes for our unknown persons as well it's stored under history, sometimes it's unwanted. Ã°ÂÂ¤Â·Ã°ÂÂÂ»Ã¢ÂÂÃ¢ÂÂÃ¯Â¸Â",186,,0,0.6369,Positive
User_10129,"Very pleasant, polite driver.",5,"very pleasant, polite driver.",29,driver,1,0.5563,Positive
User_11811,Perfect. Very friendly,5,perfect. very friendly,22,,0,0.8016,Positive
User_8893,Good,5,good,4,,0,0.4404,Positive
User_6498,Good driver very cautious car was very clean also,5,good driver very cautious car was very clean also,49,driver,1,0.6369,Positive
User_9517,"Waste of time no cabs coming, bcoz cheap rates, uber app pushing drivers family to road...",1,"waste of time no cabs coming, bcoz cheap rates, uber app pushing drivers family to road...",90,"driver, cheap",2,-0.6124,Negative
User_1277,Very pleasant trip,5,very pleasant trip,18,,0,0.5563,Positive
User_2471,Nice good,5,nice good,9,,0,0.6908,Positive
User_3938,Good,5,good,4,,0,0.4404,Positive
User_101,"Mai ieftin decÃÂ¢t Bolt, ÃÂ®n cazul ÃÂ®n care te ÃÂi ia cineva, e singura aplicaÃÂie pe care mi s au anulat curse",2,"mai ieftin decÃ£Â¢t bolt, Ã£Â®n cazul Ã£Â®n care te Ã¨Âi ia cineva, e singura aplicaÃ¨Âie pe care mi s au anulat curse",110,,0,0.4404,Positive
User_6899,Top notch!,5,top notch!,10,,0,0.2714,Positive
User_724,Very nice,5,very nice,9,,0,0.4754,Positive
User_4816,Good driving,5,good driving,12,,0,0.4404,Positive
User_2377,Such a nice guy,5,such a nice guy,15,,0,0.4215,Positive
User_812,Dikhata Kuch hai or paise kuch leta hai drop par jake,1,dikhata kuch hai or paise kuch leta hai drop par jake,53,,0,-0.2732,Negative
User_304,Ricardo is great and his car is roomy and clean! Thank you!,5,ricardo is great and his car is roomy and clean! thank you!,59,,0,0.8715,Positive
User_8937,Gud person,5,gud person,10,,0,0.0,Neutral
User_5403,Please reach out in Hawkesbury as well Ã°ÂÂÂÃ°ÂÂÂ do add on TV pz,5,please reach out in hawkesbury as well Ã°ÂÂÂÃ°ÂÂÂ do add on tv pz,63,,0,0.5423,Positive
User_4640,It awesome but m your regular rider so please provide good discount Ã°ÂÂ¤ÂªÃ°ÂÂÂ,5,it awesome but m your regular rider so please provide good discount Ã°ÂÂ¤ÂªÃ°ÂÂÂ,76,,0,0.8953,Positive
User_8697,"Cada vez que pido un uber share, te dicen que van a estar en 10min y no es asi, cambian de ruta, y al final te quedas esperando por gusto, porque no llegan",3,"cada vez que pido un uber share, te dicen que van a estar en 10min y no es asi, cambian de ruta, y al final te quedas esperando por gusto, porque no llegan",155,,0,-0.228,Negative
User_6365,Awkward & extremely regimented. Choices incomplete and don't indicate problem.,2,awkward & extremely regimented. choices incomplete and don't indicate problem.,78,,0,0.1675,Positive
User_99,I love that the fairs are so cheap and the drivers are nice,5,i love that the fairs are so cheap and the drivers are nice,59,"driver, cheap",2,0.7906,Positive
User_5099,When u need in emergency To much waiting tym After waiting Cab driver cancelled the cab,1,when u need in emergency to much waiting tym after waiting cab driver cancelled the cab,87,"cancel, wait, driver",3,-0.5574,Negative
User_850,Very helpful and thanks so much,4,very helpful and thanks so much,31,,0,0.7397,Positive
User_5702,company need to work on their drivers....they are doing manipulation while customer are booking there driver...when the price is ok for XYZ ride drivers are not pick the ride....but if customers are cancel the ride and book instant for same ride location,1,company need to work on their drivers....they are doing manipulation while customer are booking there driver...when the price is ok for xyz ride drivers are not pick the ride....but if customers are cancel the ride and book instant for same ride location,254,"cancel, driver, price, location",4,-0.25,Negative
User_385,Good Services,5,good services,13,,0,0.4404,Positive
User_4785,uber is waste company I'm don't download n not use this time,1,uber is waste company i'm don't download n not use this time,60,,0,-0.4728,Negative
User_4043,Nice ride app from all rides apps,5,nice ride app from all rides apps,33,,0,0.4215,Positive
User_9780,Good,4,good,4,,0,0.4404,Positive
User_7883,Good one raid,5,good one raid,13,,0,0.4404,Positive
User_10786,Good,5,good,4,,0,0.4404,Positive
User_9901,Good app,5,good app,8,,0,0.4404,Positive
User_8253,Beautiful man,5,beautiful man,13,,0,0.5994,Positive
User_6412,"Safety rules are going downhill. Drivers are constantly on their phones during rides. Non-stop chatting. It is distracting, risky, and extremely annoying to the person who has paid for a car service. Even taxi drivers are courteous enough not to do that.",3,"safety rules are going downhill. drivers are constantly on their phones during rides. non-stop chatting. it is distracting, risky, and extremely annoying to the person who has paid for a car service. even taxi drivers are courteous enough not to do that.",254,driver,1,0.0276,Neutral
User_8301,Very good Ã°ÂÂÂÃ°ÂÂÂ»Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ very good service,5,very good Ã°ÂÂÂÃ°ÂÂÂ»Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ very good service,48,,0,0.7496,Positive
User_5385,Numerous times I've had to wait an hour to be picked up after work whilst seeing people who ordered after me being picked up. App crashes a lot and notifs for found drivers don't always work,1,numerous times i've had to wait an hour to be picked up after work whilst seeing people who ordered after me being picked up. app crashes a lot and notifs for found drivers don't always work,190,"wait, driver",2,0.0,Neutral
User_10717,I am a daily customer of uber but now i have notice few problems with uber. Earlier the prices are reasonable as compared to other app so i used to take uber but now as prices are high soo prefer other app for my ride and even the rider dont pick the rid,3,i am a daily customer of uber but now i have notice few problems with uber. earlier the prices are reasonable as compared to other app so i used to take uber but now as prices are high soo prefer other app for my ride and even the rider dont pick the rid,254,price,1,-0.5499,Negative
User_10331,easy to book with good rated and mannered driver.,5,easy to book with good rated and mannered driver.,49,driver,1,0.7003,Positive
User_8720,Very impressed with the service and a lovely safe driver.,5,very impressed with the service and a lovely safe driver.,57,driver,1,0.8777,Positive
User_10938,Price increase after completing ride,2,price increase after completing ride,36,price,1,0.3182,Positive
User_10444,Service is excellent,5,service is excellent,20,,0,0.5719,Positive
User_2732,Good Service,5,good service,12,,0,0.4404,Positive
User_9445,Very good,5,very good,9,,0,0.4927,Positive
User_9598,Good,5,good,4,,0,0.4404,Positive
User_461,Very nice ride.,5,very nice ride.,15,,0,0.4754,Positive
User_10567,Great experience,5,great experience,16,,0,0.6249,Positive
User_119,SUPAR,5,supar,5,,0,0.0,Neutral
User_1570,Ã°ÂÂÂ«,5,Ã°ÂÂÂ«,4,,0,0.0,Neutral
User_7735,Super easy,5,super easy,10,,0,0.7783,Positive
User_8618,Good Service,5,good service,12,,0,0.4404,Positive
User_357,Better than ola,5,better than ola,15,,0,0.4404,Positive
User_4308,Ride fare and actual fare is very different.,1,ride fare and actual fare is very different.,44,fare,1,0.0,Neutral
User_3909,Bad service in Bangladesh,1,bad service in bangladesh,25,,0,-0.5423,Negative
User_2046,Algunos conductores no te dejan en tu destino y mal servicio. Tuve que pasar un incidente por que me dejo en otro lugar y me reporta que no paguÃÂ© completo al no dejarme en mi destino.,1,algunos conductores no te dejan en tu destino y mal servicio. tuve que pasar un incidente por que me dejo en otro lugar y me reporta que no paguÃ£Â© completo al no dejarme en mi destino.,184,,0,-0.6808,Negative
User_5365,Good,5,good,4,,0,0.4404,Positive
User_2150,"PedÃÂ­ un viaje en moto que estaba 3700 pesos, de pronto me apareciÃÂ³ que el viaje lo aceptÃÂ³ un taxista y me cobrÃÂ³ 10700 pesos la app. 7000mil pesos de diferencia en un medio de transporte que no fue el que pedÃÂ­. Igual lo tomÃÂ© por las pris",1,"pedÃ£Â­ un viaje en moto que estaba 3700 pesos, de pronto me apareciÃ£Â³ que el viaje lo aceptÃ£Â³ un taxista y me cobrÃ£Â³ 10700 pesos la app. 7000mil pesos de diferencia en un medio de transporte que no fue el que pedÃ£Â­. igual lo tomÃ£Â© por las pris",254,,0,-0.296,Negative
User_8122,use lyft instead. trust me,1,use lyft instead. trust me,26,,0,0.5106,Positive
User_4048,Worst service if devier not reached place you people chargeing cancel ride fee,1,worst service if devier not reached place you people chargeing cancel ride fee,78,cancel,1,-0.7503,Negative
User_1981,A safe ride home and the driver even got out to open the trunk on this last ride. I can totally do it again,5,a safe ride home and the driver even got out to open the trunk on this last ride. i can totally do it again,107,driver,1,0.4404,Positive
User_1402,Good,5,good,4,,0,0.4404,Positive
User_10591,nice,5,nice,4,,0,0.4215,Positive
User_5583,Please remove the forced auto translate feature! It's crazy we are forced into it and there is no option to turn it off.,1,please remove the forced auto translate feature! it's crazy we are forced into it and there is no option to turn it off.,120,late,1,-0.8221,Negative
User_396,Ã°ÂÂÂ Ã°ÂÂÂ,5,Ã°ÂÂÂ Ã°ÂÂÂ,9,,0,0.0,Neutral
User_1039,"Uber shuttle was booked in advance but after waiting for tracking almost when the expected time for arrival is over. I got a message that we had to cancel the trip from uber shuttle. What the hell , can't you guys handle a simple booking. I had to get an",2,"uber shuttle was booked in advance but after waiting for tracking almost when the expected time for arrival is over. i got a message that we had to cancel the trip from uber shuttle. what the hell , can't you guys handle a simple booking. i had to get an",254,"cancel, wait",2,-0.872,Negative
User_10609,good Ã°ÂÂÂ,5,good Ã°ÂÂÂ,9,,0,0.4404,Positive
User_1586,Good,5,good,4,,0,0.4404,Positive
User_3691,"I hope you make arrangements for a different ride when they're busy or the weather's bad because if you don't you'll be paying out the *ss...anytime they get busy they jack the price up, what usually costs me $9 will cost me $40...they just do this to ta",1,"i hope you make arrangements for a different ride when they're busy or the weather's bad because if you don't you'll be paying out the *ss...anytime they get busy they jack the price up, what usually costs me $9 will cost me $40...they just do this to ta",254,price,1,-0.1531,Negative
User_5425,Good service,5,good service,12,,0,0.4404,Positive
User_379,Very good apps,5,very good apps,14,,0,0.4927,Positive
User_7802,Good,5,good,4,,0,0.4404,Positive
User_2142,Very fast and very good drivers,5,very fast and very good drivers,31,driver,1,0.4927,Positive
User_4128,Great,5,great,5,,0,0.6249,Positive
User_2459,"Very good, because Uber is the best",5,"very good, because uber is the best",35,,0,0.8251,Positive
User_11278,Great experience,5,great experience,16,,0,0.6249,Positive
User_1053,"I have to use Uber to get to and from work. It's stupidly difficult to budget in enough rides for the week when every single time I use it, the app authorizes my card twice. You sank my bank account into the red and now I have to walk in the below freezi",1,"i have to use uber to get to and from work. it's stupidly difficult to budget in enough rides for the week when every single time i use it, the app authorizes my card twice. you sank my bank account into the red and now i have to walk in the below freezi",254,,0,-0.6705,Negative
User_1786,Amazing app,5,amazing app,11,,0,0.5859,Positive
User_8204,Very worst app waiting time is too long. Driver is also cancle the ride after wasting The time,1,very worst app waiting time is too long. driver is also cancle the ride after wasting the time,94,"wait, driver",2,-0.796,Negative
User_4842,Thank you Ã°ÂÂÂ,4,thank you Ã°ÂÂÂ,14,,0,0.3612,Positive
User_10319,Jeff bless up yuh self and thanks again Ã°ÂÂ«Â¡,5,jeff bless up yuh self and thanks again Ã°ÂÂ«Â¡,44,,0,0.6908,Positive
User_10287,It good,5,it good,7,,0,0.4404,Positive
User_2245,Was very good,4,was very good,13,,0,0.4927,Positive
User_8607,Good,5,good,4,,0,0.4404,Positive
User_7282,Good Ã°ÂÂÂ,5,good Ã°ÂÂÂ,9,,0,0.4404,Positive
User_7841,This trip was very good from Sangli to Pune,5,this trip was very good from sangli to pune,43,,0,0.4927,Positive
User_3819,"Cars always arrive, and drivers always courteous. Great value.",5,"cars always arrive, and drivers always courteous. great value.",62,driver,1,0.8689,Positive
User_3378,Excellent Service Fast pickup Safe driving,5,excellent service fast pickup safe driving,42,pickup,1,0.765,Positive
User_3921,I am being charged money I do not owe every time. You can request a ride and it shows one amount which you agree to and pay. Then when the trip is ended there's another 10-15% charge. Either the drivers fault or they UBER just robs people. Uber is a scam,1,i am being charged money i do not owe every time. you can request a ride and it shows one amount which you agree to and pay. then when the trip is ended there's another 10-15% charge. either the drivers fault or they uber just robs people. uber is a scam,254,driver,1,-0.8643,Negative
User_9604,Awesome,5,awesome,7,,0,0.6249,Positive
User_2963,"This application is very helpful and also fabulous service, anyone use simply and very cheapest price we get on this application.",5,"this application is very helpful and also fabulous service, anyone use simply and very cheapest price we get on this application.",129,"price, cheap",2,0.7574,Positive
User_9863,Best driving,4,best driving,12,,0,0.6369,Positive
User_7620,I'm not the kind of person to spend the time to give compliments but I have had really genuine people that actually care about somebody give me a ride and I want people to know how much I appreciate them,5,i'm not the kind of person to spend the time to give compliments but i have had really genuine people that actually care about somebody give me a ride and i want people to know how much i appreciate them,203,,0,0.8793,Positive
User_1496,Low cost and best ride,5,low cost and best ride,22,,0,0.4767,Positive
User_7466,Good,4,good,4,,0,0.4404,Positive
User_5763,Wow,5,wow,3,,0,0.5859,Positive
User_3702,Excellent service,5,excellent service,17,,0,0.5719,Positive
User_3894,Reasonable price,5,reasonable price,16,price,1,0.0,Neutral
User_9318,Nice,5,nice,4,,0,0.4215,Positive
User_6466,Safe and fast journey,5,safe and fast journey,21,,0,0.4404,Positive
User_3660,Verry nice good job Ã°ÂÂÂ,5,verry nice good job Ã°ÂÂÂ,24,,0,0.6908,Positive
User_2085,"The driver was very friendly, and his car was extremely clean. Great experience, even for a short drive.",5,"the driver was very friendly, and his car was extremely clean. great experience, even for a short drive.",104,driver,1,0.8971,Positive
User_9818,"Amazing drver,great service",5,"amazing drver,great service",27,,0,0.5859,Positive
User_4253,Good,5,good,4,,0,0.4404,Positive
User_2351,"Offered me a 45 dollar credit to renew my account. Not only didn't credit me, but their help department keeps giving me the run around. Do yourself a favor and download Lyft.",1,"offered me a 45 dollar credit to renew my account. not only didn't credit me, but their help department keeps giving me the run around. do yourself a favor and download lyft.",174,,0,0.9153,Positive
User_4375,"Because of Amazon pay add appearing on the uber screen continuously, it was not possible to check the real time location of the cab, nor it was possible to talk to driver. There was no option to remove the add. It was not possible to cancell the trip als",1,"because of amazon pay add appearing on the uber screen continuously, it was not possible to check the real time location of the cab, nor it was possible to talk to driver. there was no option to remove the add. it was not possible to cancell the trip als",254,"cancel, driver, location",3,-0.2263,Negative
User_554,Good experience,5,good experience,15,,0,0.4404,Positive
User_7085,Great!,5,great!,6,,0,0.6588,Positive
User_7457,very good apps,5,very good apps,14,,0,0.4927,Positive
User_9572,Very good Parsons,5,very good parsons,17,,0,0.4927,Positive
User_5020,Good,4,good,4,,0,0.4404,Positive
User_668,"Edit: Still 1 star, would give 0 if I could, same issues persist. Drivers make you wait, arrive to the pickup point and then cancel, even when you message them where you're headed to the moment they take the trip. Uber One is actually a waste, as it make",1,"edit: still 1 star, would give 0 if i could, same issues persist. drivers make you wait, arrive to the pickup point and then cancel, even when you message them where you're headed to the moment they take the trip. uber one is actually a waste, as it make",254,"cancel, wait, driver, pickup",4,-0.5859,Negative
User_3742,It's convenient means of transportation,5,it's convenient means of transportation,39,,0,0.0,Neutral
User_47,One of the most convenient user friendly logistics app hats off to the idea,5,one of the most convenient user friendly logistics app hats off to the idea,75,,0,0.5367,Positive
User_10060,Osam,5,osam,4,,0,0.0,Neutral
User_10039,It's good,4,it's good,9,,0,0.4404,Positive
User_6839,Very good AAP exlent Ã°ÂÂÂ,5,very good aap exlent Ã°ÂÂÂ,25,,0,0.4927,Positive
User_11950,Spammy advertising notifications,2,spammy advertising notifications,32,,0,0.0,Neutral
User_1178,Terrible service and once was the best now the worst most driver don't accept and drive off once the app says it has arrived. Not even 1 star o star,1,terrible service and once was the best now the worst most driver don't accept and drive off once the app says it has arrived. not even 1 star o star,148,driver,1,-0.6649,Negative
User_7601,Good Ã°ÂÂÂ,5,good Ã°ÂÂÂ,9,,0,0.4404,Positive
User_10961,Happy,5,happy,5,,0,0.5719,Positive
User_2991,Very very very bad app .and very bad company for custumer and captin,1,very very very bad app .and very bad company for custumer and captin,68,,0,-0.8648,Negative
User_1783,I received very good service and will in future make use of your services,5,i received very good service and will in future make use of your services,73,,0,0.4927,Positive
User_4872,Returned lost phone,5,returned lost phone,19,,0,-0.3182,Negative
User_5847,Driver made me walk to pick location and he cancelled the trip... Very bad service from Uber. After that I book cab from Ola and their driver so kind.,1,driver made me walk to pick location and he cancelled the trip... very bad service from uber. after that i book cab from ola and their driver so kind.,150,"cancel, driver, location",3,-0.1095,Negative
User_2218,Good,5,good,4,,0,0.4404,Positive
User_10447,Great,5,great,5,,0,0.6249,Positive
User_3914,"Worst service, waiting time is too too long even nearby location plz improve your services.",2,"worst service, waiting time is too too long even nearby location plz improve your services.",91,"wait, location",2,-0.2263,Negative
User_3222,Never come in time .,2,never come in time .,20,,0,0.0,Neutral
User_5138,Good app,5,good app,8,,0,0.4404,Positive
User_5100,Good,5,good,4,,0,0.4404,Positive
User_4420,"Antes era buena app, actualmente te cancelan el viaje varias veces antes de tomar un viaje realmente, o si te toman se demoran mas de 20 minutos en llegar, una burla.",1,"antes era buena app, actualmente te cancelan el viaje varias veces antes de tomar un viaje realmente, o si te toman se demoran mas de 20 minutos en llegar, una burla.",166,cancel,1,0.0,Neutral
User_4313,Good,5,good,4,,0,0.4404,Positive
User_3003,"I'm not able to login, it telling me to reset from beginning.",1,"i'm not able to login, it telling me to reset from beginning.",61,,0,0.0,Neutral
User_6682,Good,5,good,4,,0,0.4404,Positive
User_245,Excellent,5,excellent,9,,0,0.5719,Positive
User_9362,Great !,4,great !,7,,0,0.6588,Positive
User_3529,Always excellent and reliable.,5,always excellent and reliable.,30,,0,0.5719,Positive
User_9533,Proper fair but need more rider to include.,5,proper fair but need more rider to include.,43,,0,0.1655,Positive
User_8141,Scheduled pick up times can not be trusted. Over 20 minutes late for an airport drop off. Conventional cab services more reliable.,1,scheduled pick up times can not be trusted. over 20 minutes late for an airport drop off. conventional cab services more reliable.,130,late,1,-0.5653,Negative
User_9858,Everything was great,5,everything was great,20,,0,0.6249,Positive
User_7689,Good,5,good,4,,0,0.4404,Positive
User_10864,Fab !!!!,5,fab !!!!,8,,0,0.6331,Positive
User_2039,Wrost,1,wrost,5,,0,0.0,Neutral
User_1022,Cooperative driver,5,cooperative driver,18,driver,1,0.0,Neutral
User_2688,Good,5,good,4,,0,0.4404,Positive
User_8134,Tragiczna obsÃÂuga klienta,1,tragiczna obsÃ¥Âuga klienta,26,,0,0.0,Neutral
User_11626,Some really awesome drivers,5,some really awesome drivers,27,driver,1,0.659,Positive
User_8116,"During walking to the pickup location ride for $10 more expensive, and then driver is not 3 minutes, but 10 minutes away. Nice algorithmic scam, well played Uber.",1,"during walking to the pickup location ride for $10 more expensive, and then driver is not 3 minutes, but 10 minutes away. nice algorithmic scam, well played uber.",162,"driver, expensive, pickup, location",4,0.5267,Positive
User_10259,"They keep on putting more ads in it, even though you're paying for a product... one that they try to obfuscate by breaking it into tiny fees and surcharges",2,"they keep on putting more ads in it, even though you're paying for a product... one that they try to obfuscate by breaking it into tiny fees and surcharges",155,,0,0.0,Neutral
User_4693,Amazing,5,amazing,7,,0,0.5859,Positive
User_2372,"I had a terrible experience while booking a cab with Uber. Despite showing available drivers, my ride requests kept getting canceled, and I faced significant delays. The app's estimated arrival times were highly inaccurate, and there seemed to be no acco",1,"i had a terrible experience while booking a cab with uber. despite showing available drivers, my ride requests kept getting canceled, and i faced significant delays. the app's estimated arrival times were highly inaccurate, and there seemed to be no acco",254,"cancel, delay, driver",3,-0.5423,Negative
User_5838,Better service,5,better service,14,,0,0.4404,Positive
User_10696,Sometimes driver asks for extra money if we are not giving them they tell us to cancel the ride and The Uber app works fine for me,1,sometimes driver asks for extra money if we are not giving them they tell us to cancel the ride and the uber app works fine for me,130,"cancel, driver",2,-0.2435,Negative
User_4867,Best experience,5,best experience,15,,0,0.6369,Positive
User_11701,Good,5,good,4,,0,0.4404,Positive
User_1692,Ghatiya app h Uber traffic ho to charge customer ko dena hoga bahut hi bakwas h Uber,1,ghatiya app h uber traffic ho to charge customer ko dena hoga bahut hi bakwas h uber,84,traffic,1,0.0,Neutral
User_11594,Enjoyed the journey,5,enjoyed the journey,19,,0,0.5106,Positive
User_10307,"A driver canceled my ride because he didn't think I was old enough (I'm over 25), and Uber proceeded to lock me out of my account.",1,"a driver canceled my ride because he didn't think i was old enough (i'm over 25), and uber proceeded to lock me out of my account.",130,"cancel, driver",2,0.0,Neutral
User_1491,Best app,5,best app,8,,0,0.6369,Positive
User_3785,Best,5,best,4,,0,0.6369,Positive
User_3652,Cab finding is fast but sometimes the drivers cancel and then it's a lot of problem,4,cab finding is fast but sometimes the drivers cancel and then it's a lot of problem,83,"cancel, driver",2,-0.7227,Negative
User_3671,Wrost application..don't use it.. When I was booked auto there's shown affordable charges after dropped at door step auto driver ask for extra payment rather than shown in application... It is not worth it along with local travel,1,wrost application..don't use it.. when i was booked auto there's shown affordable charges after dropped at door step auto driver ask for extra payment rather than shown in application... it is not worth it along with local travel,229,driver,1,-0.4149,Negative
User_10934,"The app is overall good but the customer service when you have problem with the driver is hopeless. So I had problem with the driver twice, he didn't stop the ride. Then I had to stop it myself. Then I tried to give review to the driver for his bad behav",1,"the app is overall good but the customer service when you have problem with the driver is hopeless. so i had problem with the driver twice, he didn't stop the ride. then i had to stop it myself. then i tried to give review to the driver for his bad behav",254,driver,1,-0.9049,Negative
User_8565,Good,5,good,4,,0,0.4404,Positive
User_8572,Very good service,5,very good service,17,,0,0.4927,Positive
User_10614,Good,4,good,4,,0,0.4404,Positive
User_5265,"The driver didn't come and I was charged the cancellation fee , no way to contact the customer support",1,"the driver didn't come and i was charged the cancellation fee , no way to contact the customer support",102,"cancel, driver, support",3,-0.0772,Negative
User_3448,Good fair,5,good fair,9,,0,0.6369,Positive
User_3679,this app was made just to annoy people as much as they can. want taxi? pay us but we won't send you any link to pay. that's my experience so far,1,this app was made just to annoy people as much as they can. want taxi? pay us but we won't send you any link to pay. that's my experience so far,144,,0,-0.3818,Negative
User_6189,"I have been using Uber for nearly one and a half year , today is the worst trip I have ever had, the driver is too rude, please verify the driver backgrounds and also please improve your payment methods it would be helpful for both the drivers and the pa",1,"i have been using uber for nearly one and a half year , today is the worst trip i have ever had, the driver is too rude, please verify the driver backgrounds and also please improve your payment methods it would be helpful for both the drivers and the pa",254,"driver, rude",2,0.296,Positive
User_7444,He was so wonderful!,5,he was so wonderful!,20,,0,0.7213,Positive
User_6877,"Uber is reasonably priced mostly, but can get pretty expensive when low on drivers. They are always reliable, but I just wish that they had a flat rate.",3,"uber is reasonably priced mostly, but can get pretty expensive when low on drivers. they are always reliable, but i just wish that they had a flat rate.",152,"driver, price, expensive",3,0.7351,Positive
User_4467,God dam app changed my destination to a place I've never even been before as I pressed the pay button. This is the third time it's happened,1,god dam app changed my destination to a place i've never even been before as i pressed the pay button. this is the third time it's happened,139,,0,0.1779,Positive
User_4097,The driver is good and very professional,5,the driver is good and very professional,40,driver,1,0.4404,Positive
User_7337,Good,5,good,4,,0,0.4404,Positive
User_4156,Booking after he only cancel Taking long time of booking time and asking extra money also booking time tip otherwise not booking and not giving respect for ladies It is too much money not answering uber helpline also best of time downloading and using ve,1,booking after he only cancel taking long time of booking time and asking extra money also booking time tip otherwise not booking and not giving respect for ladies it is too much money not answering uber helpline also best of time downloading and using ve,254,cancel,1,-0.0326,Neutral
User_7134,Bahut badiya,5,bahut badiya,12,,0,0.0,Neutral
User_5211,It's the most amazing and reliable means of transport I have used so far....keep it up,5,it's the most amazing and reliable means of transport i have used so far....keep it up,86,,0,0.624,Positive
User_4680,Good,5,good,4,,0,0.4404,Positive
User_2629,"As I buckled my seat belt , my driver greated me good morning Jerry twenty-five minutes to your destination the car was immaculate ,when I arrived she said have a great day.",5,"as i buckled my seat belt , my driver greated me good morning jerry twenty-five minutes to your destination the car was immaculate ,when i arrived she said have a great day.",173,"late, driver",2,0.7906,Positive
User_6363,Great and Better than Ola always,5,great and better than ola always,32,,0,0.7906,Positive
User_2531,Nice,5,nice,4,,0,0.4215,Positive
User_1512,Very friendly and efficient,5,very friendly and efficient,27,,0,0.762,Positive
User_4004,Constantly confirms a trip and then changes the driver and pick up time.,1,constantly confirms a trip and then changes the driver and pick up time.,72,driver,1,0.0,Neutral
User_4464,"If you have to change screens/window to get the code in sms text, uber starts the process over and sends another code.",3,"if you have to change screens/window to get the code in sms text, uber starts the process over and sends another code.",118,,0,0.0,Neutral
User_1010,Maximum drivers are cancelling the scheduled trips without informing the customer.... It is creating huge mess while going for boarding a train or a meeting.... Moreover Uber is charging cancellation fee while drivers are cancelling the trips from their,1,maximum drivers are cancelling the scheduled trips without informing the customer.... it is creating huge mess while going for boarding a train or a meeting.... moreover uber is charging cancellation fee while drivers are cancelling the trips from their,253,"cancel, driver",2,-0.1531,Negative
User_6507,Bindaaas,5,bindaaas,8,,0,0.0,Neutral
User_11105,Good,5,good,4,,0,0.4404,Positive
User_2422,Pickup Location Are Everytime Problem,3,pickup location are everytime problem,37,"pickup, location",2,-0.4019,Negative
User_2054,Good,5,good,4,,0,0.4404,Positive
User_10306,Just brilliant to have Uber in Swansea,5,just brilliant to have uber in swansea,38,,0,0.5859,Positive
User_7637,Nice,5,nice,4,,0,0.4215,Positive
User_6127,Awesome experience till now looking forward also the same ...,5,awesome experience till now looking forward also the same ...,61,,0,0.6249,Positive
User_5572,I booked auto in Uber app for my son to go to his tuition. When I have put the location in the map of the Uber. He took the auto to the another residential society I called him 23 times but he didn't pick up when I saw his location I called him then he p,1,i booked auto in uber app for my son to go to his tuition. when i have put the location in the map of the uber. he took the auto to the another residential society i called him 23 times but he didn't pick up when i saw his location i called him then he p,254,"location, map",2,0.0,Neutral
User_908,Good driving by Mr Satish,4,good driving by mr satish,25,,0,0.4404,Positive
User_11097,Nice,5,nice,4,,0,0.4215,Positive
User_7698,I had a very sweet lady drive me home and she was great! Thanks,5,i had a very sweet lady drive me home and she was great! thanks,63,,0,0.8906,Positive
User_8079,"Uber keeps on deducting money from my bank account for no reason. On my bank, it is written ""Recurring Card Purchase"" with a description written ""Johannesburg (Card xxxx)"". I don't know what Uber is doing with our banking Information/Data. And removing m",1,"uber keeps on deducting money from my bank account for no reason. on my bank, it is written ""recurring card purchase"" with a description written ""johannesburg (card xxxx)"". i don't know what uber is doing with our banking information/data. and removing m",254,,0,-0.296,Negative
User_8982,Very punctual,5,very punctual,13,,0,0.0,Neutral
User_6311,Ã Â°Â¨Ã Â±ÂÃ Â°Â¸Ã Â±Â polite,5,Ã Â°Â¨Ã Â±ÂÃ Â°Â¸Ã Â±Â polite,19,,0,0.0,Neutral
User_214,"I don't like the cancelation fee to be honest. The fact I paid extra for priority pick up it said 6 minutes I waited 8,I know it's only 2 minutes but that's false advertising and no it wasn't the drivers fault yall just took extra change from me for noth",4,"i don't like the cancelation fee to be honest. the fact i paid extra for priority pick up it said 6 minutes i waited 8,i know it's only 2 minutes but that's false advertising and no it wasn't the drivers fault yall just took extra change from me for noth",254,"cancel, wait, driver",3,0.1734,Positive
User_2986,Ride was outstanding,5,ride was outstanding,20,,0,0.6124,Positive
User_9099,Good,5,good,4,,0,0.4404,Positive
User_3115,Uber good,5,uber good,9,,0,0.4927,Positive
User_7261,Very usefull for busy people that need to work while traveling,5,very usefull for busy people that need to work while traveling,62,,0,0.0,Neutral
User_11101,Good,5,good,4,,0,0.4404,Positive
User_6188,Good right Ã°ÂÂÂ,5,good right Ã°ÂÂÂ,15,,0,0.4404,Positive
User_10548,Affordable traveling with uber,4,affordable traveling with uber,30,,0,0.0,Neutral
User_6455,Best,5,best,4,,0,0.6369,Positive
